1,1,0,0,0,0,1,0,1,0,2164.718047
0,0,0,0,0,0,0,0,1,0,4691.501645
0,0,999,0,0,0,0,0,1,1,2043.240501
0,0,0,0,0,0,1,1,1,1,1231.203927
0,0,0,0,0,0,1,0,999,0,2991.335451
0,0,0,0,0,0,0,0,1,0,2233.366479
0,0,0,0,0,0,1,1,1,0,1754.954709
0,0,0,0,0,0,1,0,0,0,1703.751114
0,0,0,0,0,0,0,0,999,1,2146.14111
0,0,1,0,1,1,0,0,1,0,2234.553073
0,0,0,0,0,0,1,0,1,0,2893.705184
0,0,0,0,0,0,1,0,1,0,3305.728863
0,0,0,0,0,0,1,0,0,1,2006.086728
0,0,999,0,0,0,0,0,999,1,3010.428732
0,0,0,0,0,0,0,0,0,0,2557.915384
0,0,0,0,0,0,1,1,0,1,1446.338438
0,0,0,0,0,0,0,0,1,1,3614.553384
0,0,1,0,0,1,0,1,1,0,2795.387982
0,0,0,0,0,0,0,1,1,0,1780.639155
0,0,0,0,0,0,0,1,0,0,2120.235185
999,0,0,999,0,0,0,0,999,0,3741.945767
0,0,1,0,0,1,1,1,1,0,1535.095316
1,0,0,1,0,0,1,0,1,1,2860.032365
0,0,0,0,0,0,0,1,1,0,1926.751584
1,0,0,1,1,0,1,0,0,0,2540.165627
0,0,0,0,0,0,0,1,0,0,2701.600113
0,0,0,0,1,0,0,0,1,0,2603.905542
0,0,0,0,0,0,1,0,1,0,1954.590948
0,0,0,0,0,0,0,1,1,0,2106.87026
1,0,0,1,1,0,0,0,0,0,4098.130472
0,0,0,0,0,0,0,0,1,1,1882.858869
0,0,0,0,1,0,1,0,0,0,2777.004916
0,0,0,0,0,0,0,1,1,0,2279.657189
0,0,0,0,0,0,1,0,0,0,2728.307678
0,0,1,1,0,1,1,1,0,1,3755.565273
1,0,0,0,0,0,1,0,1,0,2376.270189
0,0,0,0,1,0,1,0,1,0,3431.481106
1,0,0,1,0,0,1,1,1,0,2145.521908
0,0,0,0,0,0,1,0,1,0,2165.499517
0,0,0,0,0,0,0,0,1,0,1939.045885
0,0,0,0,0,0,0,0,1,1,1912.672164
0,0,0,0,0,0,1,0,1,0,4244.092053
0,0,0,0,0,0,0,1,1,0,2606.019337
0,0,1,0,0,0,1,1,1,1,2765.862635
0,0,1,0,1,0,0,1,0,1,1502.30999
0,0,1,0,0,1,0,1,0,1,2454.720837
1,0,0,1,0,0,0,0,0,0,2856.993772
0,0,0,1,0,0,0,0,1,0,4353.456553
1,0,0,1,0,0,1,0,0,0,2328.146159
0,0,0,0,0,0,0,0,1,1,1635.102601
0,0,0,0,0,0,0,0,0,0,5889.710358
0,0,0,0,0,0,0,0,1,1,1595.655474
0,0,0,0,0,0,0,0,0,0,3239.988887
0,0,0,0,0,0,1,0,1,0,3219.37542
0,0,0,0,0,0,0,1,0,1,1839.58231
0,0,0,0,0,0,1,0,0,1,2069.801504
0,0,0,0,0,0,1,1,1,1,1616.229567
0,0,0,0,0,0,0,1,0,0,2818.538647
1,0,0,1,0,1,0,1,1,1,2022.53486
0,0,0,0,0,0,1,0,0,1,4977.474246
