1	1	0	0	0	0	0	1	0	1	0	2164.718047
1366	0	0	0	0	0	0	0	0	1	0	4691.501645
2279	0	0	.	0	0	.	0	0	1	1	2043.240501
3184	0	0	0	0	0	0	1	1	1	1	1231.203927
4661	0	0	0	0	0	0	1	0	.	0	2991.335451
5319	1	0	0	0	0	0	0	0	1	0	2233.366479
6651	0	0	0	0	0	0	1	1	1	0	1754.954709
2	0	0	0	0	0	0	1	0	0	0	1703.751114
657	0	0	0	0	0	0	0	0	.	1	2146.14111
740	0	0	1	0	1	0	0	0	1	0	2234.553073
833	0	0	0	0	0	0	1	0	1	0	2893.705184
1011	0	0	0	0	0	0	1	0	1	0	3305.728863
1096	0	0	0	0	0	0	1	0	0	1	2006.086728
1277	0	0	.	0	0	0	0	0	.	1	3010.428732
1367	0	0	0	0	0	0	0	0	0	0	2557.915384
1457	0	0	0	0	0	0	1	1	0	1	1446.338438
1543	0	0	0	0	0	0	0	0	1	1	3614.553384
1634	0	0	1	0	0	0	0	1	1	0	2795.387982
1729	1	0	0	0	0	0	0	1	1	0	1780.639155
1822	0	1	0	0	0	0	0	1	0	0	2120.235185
1916	.	0	0	.	0	0	0	0	.	0	3741.945767
2005	0	0	1	0	0	0	1	1	1	0	1535.095316
2092	1	0	0	1	0	0	1	0	1	1	2860.032365
2189	0	0	0	0	0	0	0	1	1	0	1926.751584
2280	0	0	0	1	1	0	1	0	0	0	2540.165627
2371	0	0	0	0	0	0	0	1	0	0	2701.600113
2467	0	0	0	0	1	0	0	0	1	0	2603.905542
2555	0	0	0	0	0	0	1	0	1	0	1954.590948
2652	0	0	0	0	0	0	0	1	1	0	2106.87026
2743	1	0	0	1	1	0	0	0	0	0	4098.130472
2828	0	0	0	0	0	0	0	0	1	1	1882.858869
2910	1	0	0	0	1	0	1	0	0	0	2777.004916
3000	0	0	0	0	0	0	0	1	1	0	2279.657189
3095	0	0	0	0	0	0	1	0	0	0	2728.307678
3185	0	0	1	1	0	0	1	1	0	1	3755.565273
3279	0	0	0	0	0	0	1	0	1	0	2376.270189
3370	1	1	0	0	1	0	1	0	1	0	3431.481106
3463	1	0	0	1	0	0	1	1	1	0	2145.521908
3557	0	0	0	0	0	0	1	0	1	0	2165.499517
3736	0	0	0	0	0	0	0	0	1	0	1939.045885
3823	0	0	0	0	0	0	0	0	1	1	1912.672164
3993	0	0	0	0	0	0	1	0	1	0	4244.092053
4054	0	0	0	0	0	0	0	1	1	0	2606.019337
4121	0	0	1	0	0	0	1	1	1	1	2765.862635
4176	0	0	1	0	1	0	0	1	0	1	1502.30999
4296	0	0	1	0	0	0	0	1	0	1	2454.720837
4366	0	0	0	1	0	0	0	0	0	0	2856.993772
4492	0	0	0	1	0	0	0	0	1	0	4353.456553
4544	0	0	0	1	0	0	1	0	0	0	2328.146159
4598	0	0	0	0	0	0	0	0	1	1	1635.102601
4662	0	0	0	0	0	0	0	0	0	0	5889.710358
4789	0	0	0	0	0	0	0	0	1	1	1595.655474
4863	0	0	0	0	0	0	0	0	0	0	3239.988887
4930	0	0	0	0	0	0	1	0	1	0	3219.37542
4992	0	0	0	0	0	0	0	1	0	1	1839.58231
5060	0	0	0	0	0	0	1	0	0	1	2069.801504
5128	0	0	0	0	0	0	1	1	1	1	1616.229567
5196	0	0	0	0	0	0	0	1	0	0	2818.538647
5260	0	0	0	1	0	0	0	1	1	1	2022.53486
5320	0	0	0	0	0	0	1	0	0	1	4977.474246
5446	0	0	1	0	1	0	1	0	0	0	2501.149079
5514	1	1	0	0	1	0	0	0	.	0	2087.659449
5581	1	1	0	0	0	0	0	0	1	0	3021.16686
5639	1	0	0	1	0	0	1	1	1	0	1774.145098
5762	0	0	0	0	0	0	0	0	1	1	2501.572466
5841	1	0	0	0	0	0	0	0	1	0	2840.146797
5912	0	0	0	0	0	0	0	1	1	0	2962.164808
6106	0	0	0	0	0	0	0	0	1	0	2968.479532
6174	0	0	0	0	0	0	1	1	1	0	2215.189488
6310	0	0	1	0	0	0	0	1	1	0	2595.612555
6382	0	0	0	0	0	0	1	1	1	0	2562.766817
6451	0	0	0	0	0	0	1	0	1	0	3374.567198
6515	0	0	0	0	0	0	0	0	1	0	2169.115279
6588	0	0	0	0	0	0	0	1	1	1	2045.730864
6652	0	0	1	0	0	0	1	0	.	0	2893.362179
6721	0	0	0	0	0	0	0	0	1	0	2097.31987
6782	0	0	0	0	0	0	0	1	1	1	1831.260951
6845	1	0	0	0	0	0	1	0	1	0	3718.270954
6912	0	0	0	0	0	0	0	0	1	0	4966.309431
7164	0	0	0	0	1	0	1	1	1	0	1945.860888
7238	0	0	0	0	0	0	0	0	1	0	3988.680757
3	0	0	0	0	0	0	0	0	0	0	2711.393625
81	0	0	0	0	0	0	0	0	1	0	2865.403598
133	0	0	0	1	1	0	0	0	0	1	2122.622804
202	0	0	1	0	0	0	1	1	1	1	1917.637346
265	0	0	0	0	0	0	0	0	1	1	1802.860322
463	0	0	1	0	0	0	0	1	1	0	1901.020417
529	1	0	0	0	0	0	1	0	0	0	1695.609069
561	0	0	0	0	0	0	0	0	0	0	6561.179685
568	1	0	0	0	0	0	1	1	1	0	1926.673164
578	1	1	1	1	1	0	1	0	0	0	2326.630807
586	0	0	0	0	0	0	1	0	0	1	2130.254111
594	0	0	0	0	0	0	0	1	1	0	2111.736806
619	0	0	0	1	0	0	0	1	1	0	3286.015623
638	0	0	0	0	0	0	0	0	1	0	4658.029347
647	0	0	0	0	0	0	1	1	1	1	1670.435336
675	0	0	0	0	1	0	1	0	0	1	1962.135094
681	1	0	0	1	1	0	1	0	0	0	1886.69894
690	0	0	0	0	0	0	0	1	1	0	3167.757819
699	0	0	0	0	0	0	0	0	1	0	2420.960899
708	0	0	0	0	0	0	1	1	1	0	1779.152178
719	0	0	0	0	0	0	1	0	1	0	2812.534722
724	0	0	0	0	1	0	0	1	0	0	1932.550094
741	1	0	0	1	0	0	1	1	0	1	935.963165
749	0	0	0	0	0	0	1	1	1	0	3396.56563
758	0	0	0	0	0	0	1	0	0	1	2043.897479
766	0	0	0	0	1	0	1	0	1	0	2549.927186
775	0	0	0	0	0	0	0	0	1	1	2460.750971
785	0	0	0	0	0	0	1	0	0	0	2085.648325
803	0	0	0	0	0	0	0	0	1	0	2446.933655
814	1	0	1	1	1	0	0	0	0	0	3584.098775
824	1	0	1	0	0	0	0	1	1	0	1043.297079
834	0	0	0	0	0	0	0	1	0	0	2024.767746
842	0	0	0	0	0	0	1	0	1	0	3519.045034
852	0	0	0	0	0	0	1	0	1	0	2399.11448
869	0	0	0	0	0	0	1	0	1	0	2163.105157
879	0	0	0	0	0	0	1	0	1	0	2618.122409
886	0	0	0	0	0	0	0	1	.	0	2580.890867
895	0	0	0	0	0	0	1	0	1	0	2046.227016
902	0	0	0	0	0	0	0	1	1	0	2614.452196
910	0	0	0	0	0	0	1	0	0	0	6295.982045
920	0	0	0	0	0	0	0	0	0	0	2259.647952
928	0	0	0	0	0	0	0	1	0	1	2341.050962
939	0	0	1	0	0	0	1	0	1	0	3083.813397
947	0	0	0	0	0	0	0	0	0	1	2119.809363
957	1	0	0	0	1	0	0	0	0	0	2873.747371
965	0	0	0	0	1	0	0	0	0	0	3790.34088
975	1	0	0	0	0	0	1	0	1	0	2982.61216
983	0	0	0	1	1	0	0	0	0	0	3462.905945
991	1	0	0	0	0	0	1	0	0	0	2280.38469
1001	0	0	0	0	0	0	1	0	1	0	2355.06786
1012	0	0	0	0	0	0	0	0	0	1	2666.662375
1020	0	0	0	0	0	0	1	0	1	0	1948.307403
1030	0	0	0	0	0	0	1	0	0	1	2564.818049
1036	0	0	0	0	0	0	1	0	0	0	3763.817216
1046	1	0	0	1	1	1	0	0	0	0	1845.354088
1054	0	1	0	0	0	0	0	0	1	0	2873.700263
1071	0	0	0	0	0	0	0	0	1	0	2833.561695
1079	0	0	1	0	0	0	1	0	1	0	3818.126572
1087	1	0	0	1	0	0	0	0	1	1	1638.707249
1097	1	0	0	1	1	0	1	0	0	0	2332.810184
1106	0	0	0	0	0	0	0	0	1	0	3210.674199
1116	0	0	0	0	0	0	1	1	1	0	2565.475473
1126	0	0	0	0	0	0	1	0	.	0	2811.768358
1134	1	0	0	0	0	0	1	1	1	0	5175.64325
1142	0	0	0	0	0	0	0	0	1	1	2662.561
1153	0	0	0	0	1	0	0	0	0	1	1910.23223
1163	0	0	0	0	0	0	1	0	1	0	3679.971383
1174	0	0	0	0	0	0	1	1	0	1	1887.798192
1182	0	0	0	0	1	0	1	0	0	0	3204.03906
1190	0	0	0	0	0	0	1	0	0	1	2064.131577
1197	0	0	0	0	1	0	1	1	0	0	2145.521908
1213	1	1	0	0	1	0	1	0	1	0	2569.885349
1222	0	0	0	0	0	0	1	1	.	0	1780.619111
1232	0	0	0	0	0	0	0	0	1	0	2303.693612
1241	0	0	0	0	0	0	1	1	.	0	3130.594058
1248	0	0	0	0	1	1	0	1	0	0	1584.817641
1258	1	0	0	1	1	0	1	0	1	1	3022.311841
1268	0	0	0	0	1	0	1	0	0	0	2624.880792
1278	0	0	1	1	0	0	1	1	0	1	1575.242314
1288	0	0	0	0	0	0	1	0	1	0	6721.210146
1295	0	0	0	0	0	0	1	0	1	1	2843.298277
1315	0	0	0	1	0	0	1	1	1	0	2316.756492
1325	0	0	0	0	0	0	1	1	0	1	1709.612423
